ID,Salary
SID10000,2535.978699221714
SID100030,3341.971280764767
SID100204,5338.389575840708
SID100220,2291.1274945983614
SID100230,2334.580597182762
SID100289,2787.6650303255633
SID100340,1976.2441641660585
SID100393,2182.7431387620322
SID100395,4533.31666149996
SID100441,3061.682557456649
SID100477,3980.072805782739
SID100546,2114.6917664713774
SID10058,4423.60464657521
SID100610,4643.136915157548
SID10063,2072.191627875543
SID100822,2580.4285773469314
SID100831,1832.7837072026302
SID100966,2713.7896484886996
SID101017,3190.7690467269936
SID101252,4252.141546213062
SID101283,2124.0438399541254
SID10136,2644.6697915032423
SID101371,2794.931555194002
SID101455,2452.442551562345
SID10150,2984.5250774804344
SID10155,2303.060143050892
SID101851,4642.9693544686215
SID101934,1951.2507629010966
SID102009,2039.6792226314644
SID102163,2525.2050278053935
SID102172,2375.566141618002
SID102376,2922.1332133650344
SID10238,4292.193773066624
SID102594,3445.2522977674275
SID102783,2428.9804734481045
SID102858,3057.071411177206
SID103277,2538.8143398794873
SID103302,2862.538510047983
SID103306,2251.8004661071914
SID103346,4426.600834568809
SID103419,2770.512594226393
SID103606,2404.1058778752254
SID103666,2011.8661355996492
SID103689,1931.4510235745684
SID103796,1787.5908694145646
SID103858,2624.6621340811744
SID103891,1956.4187302892271
SID10404,3538.8325849322273
SID104048,2037.237452157009
SID10406,6026.407878838441
SID104206,3318.153222854082
SID10423,2411.2289013108098
SID104579,2823.7852429442846
SID104645,2768.5534993941164
SID104714,2449.5655279726434
SID104874,3441.3561852300068
SID104928,2599.4553545590993
SID104934,2524.5623124123745
SID104969,1947.5364519871478
SID104986,1889.8726093684345
SID105104,1923.9073988272023
SID105162,2500.079606217609
SID105400,2029.3281427992213
SID10551,2426.412039696906
SID105678,3328.185217135581
SID105705,2571.1326456749016
SID106087,1980.3770218814484
SID106101,2645.2309349056727
SID106182,1925.7829973550568
SID106198,2405.0320224669463
SID106319,2672.1597037335387
SID106381,1732.9019864134202
SID106413,1548.3120528424438
SID106746,2576.8216489728625
SID106899,2387.7122452608282
SID106948,1990.6992362920007
SID107113,2574.1079774827804
SID107158,2356.3469140740763
SID10716,2854.2593508404984
SID107167,2946.059975367532
SID107186,2036.1851089581091
SID107435,3102.576695590683
SID10752,2827.113168348237
SID107764,2374.1897716322896
SID107805,2193.3578077462653
SID108078,2184.9130467573364
SID108110,2980.0494905044616
SID108370,2641.8976223479476
SID108437,2286.526872278197
SID108442,2365.0780372190434
SID108535,1843.414345903699
SID10854,1759.982878672114
SID108576,3043.9986207024153
SID1086,3657.430207714327
SID108777,3917.862261320379
SID108786,3044.212641206505
SID108800,1498.495784804825
SID108855,2498.3621776749033
SID108874,2776.345178145852
SID108922,2560.523857231347
SID108969,1762.4544012021413
SID109084,2323.6718286405844
SID109281,2482.037925676537
SID10931,2190.3958412275892
SID109386,2290.8229269176354
SID109762,2023.7091299975325
SID10985,4729.920225392833
SID109899,1878.2531264887853
SID109961,2583.2813585664685
SID110104,3652.3136421210725
SID110128,2757.046095067477
SID110208,2432.4776698960723
SID110272,2730.579844508419
SID110279,1696.0308652982683
SID110463,2403.4395217269625
SID110512,2512.1240727135705
SID110565,2340.402669176407
SID110587,2597.6189905871224
SID11084,3058.161094797158
SID110876,2784.203688564087
SID1109,2237.9635868172695
SID110901,2354.435144809882
SID110915,3712.1955627617353
SID1110,2258.3891577745294
SID111029,2450.544962966562
SID111274,2133.4859307536035
SID111277,2741.446176061615
SID111550,2292.382924658728
SID11156,3948.7065634099117
SID111741,4542.156044506992
SID111822,1937.095501677796
SID111972,2860.458323559588
SID112059,3164.866569841414
SID11235,2456.8707766807443
SID112360,1948.3632986874693
SID112483,2303.0491185576384
SID112620,2544.6502424449995
SID112643,3121.3162977331112
SID112783,1828.1906646375912
SID11303,2876.5377914785495
SID113233,4037.6087376860232
SID113382,2244.520507116651
SID113486,2753.6874211256113
SID113654,2671.4392001628858
SID113762,2000.5832181707426
SID113910,3812.518700897296
SID114059,2130.4700901922806
SID114080,4000.5975402656195
SID11411,2381.4342935368663
SID114238,2497.247200924337
SID114519,3419.167733203202
SID114531,2240.117473449673
SID114559,2788.9581861055017
SID114580,1857.487615665405
SID114635,4746.8632308567485
SID11464,3629.923765368343
SID114752,2310.1128297961864
SID114925,2381.0101536134007
SID114966,2054.2929396004356
SID115004,1999.0461608582564
SID115045,2550.9391350988876
SID115088,2200.188795280914
SID115178,2185.8877152644286
SID115190,4965.421857229228
SID115196,2424.558393220625
SID115215,2096.949584120481
SID115226,1640.6220893142006
SID115325,3926.6564735274524
SID115525,5001.579335590065
SID115546,1996.6749969589064
SID115581,3147.8530126275214
SID115597,2475.623853258274
SID115644,2446.990387809539
SID115678,3765.497062906374
SID115745,2358.643008663647
SID11576,2333.869483766852
SID115837,3397.2835794680154
SID115842,4459.255327525324
SID115996,2169.683140241762
SID116065,3077.908613370574
SID116069,2338.981316908654
SID116128,2930.851443423185
SID116203,2317.035883762703
SID116226,2359.249622172855
SID11623,2679.588405225026
SID116334,3053.000706743262
SID11634,2341.7267804467574
SID116352,2518.1824747537335
SID116403,2610.3597369305326
SID116483,2436.1920283823274
SID116655,2562.9289682130557
SID116668,2483.287788131604
SID116763,2368.223557888027
SID11681,2055.9426542458364
SID116920,2487.055535361984
SID116957,2144.99336939293
SID116958,2467.2128864821616
SID116970,2406.9352047689267
SID117067,2276.9253862229148
SID117121,2304.8364718834055
SID117260,2359.7703718623115
SID117388,6010.205442736924
SID117408,2252.8569554909304
SID117432,3602.091940489769
SID117442,4642.647790053586
SID117462,3498.83757295798
SID117755,2170.4453760206284
SID117800,2443.0799518469003
SID117822,2332.183246638602
SID11784,2152.2343398194266
SID117889,3557.1973611201042
SID117915,2448.7577114623846
SID118018,2330.874067409643
SID118128,3825.3191777690836
SID118218,3711.037729018341
SID118343,2054.0050742770045
SID118405,3264.852972454893
SID118463,3190.690769421565
SID118471,4492.55047453722
SID118506,1666.990245509094
SID118525,2636.00180937852
SID118554,2298.500992614207
SID118586,3255.038870066469
SID118594,2063.440339513604
SID118622,2302.334580241016
SID118679,3307.637631193745
SID118688,3806.03434793775
SID118718,2785.8031615248187
SID118732,2273.374461487613
SID118791,1738.6413881420115
SID118869,3323.444129013971
SID118890,3113.734514102354
SID119001,2193.7701985223835
SID119028,2743.2182905974555
SID119118,2853.4572095611993
SID119152,2155.2974341875492
SID119223,2359.688052016505
SID119229,2036.561786690593
SID119298,2432.596436056965
SID119414,6155.620794080346
SID119469,2743.8413719265654
SID11960,2090.5437928395477
SID119621,2183.10896622344
SID119624,1577.7534018593108
SID119731,2297.5983031818696
SID119795,4072.5488553418004
SID119831,2514.959170769119
SID119839,2455.8870960883
SID119909,2716.617959079395
SID119930,2784.106091028697
SID119936,4704.814227273197
SID12011,2254.3463570048893
SID120116,1875.0091721621566
SID120215,3236.9746552625247
SID120303,6515.5650710617565
SID120369,2716.759374383856
SID120377,2665.0390936100084
SID120403,2226.6736954084217
SID120442,2163.474475661498
SID120494,2517.9839038144314
SID120523,2284.657805162648
SID120525,1891.6600410066155
SID120530,2465.682804855611
SID12056,2768.7227371881645
SID120580,2680.0870113446144
SID120611,2396.947738889212
SID12063,2115.515849529423
SID120699,2893.909195536622
SID12078,3543.51501709308
SID120988,2453.5794308120735
SID120997,2593.6637213616464
SID121067,2193.33739054789
SID121093,3505.509569547535
SID121201,2800.609903721312
SID121278,2390.122605609045
SID121394,3381.8277008121577
SID121395,2356.5353100762272
SID12141,3088.2123793520627
SID121440,1793.3378121130443
SID121457,2104.760936856431
SID121463,2100.262714319106
SID121489,3717.136696918198
SID121525,2276.6807364076967
SID121657,2163.965902590576
SID121686,2265.971473871896
SID121719,2079.093126894408
SID121881,2176.6602376019305
SID121907,2539.558418103902
SID121920,2245.0591529135136
SID122339,2209.571456922545
SID122432,2976.770614132229
SID122436,2153.656520029012
SID122617,2000.361692428276
SID122650,2461.4852831675885
SID122673,2510.3997042631695
SID122712,2014.0212490770268
SID122748,2886.709885343742
SID122836,2842.809822466656
SID12286,2330.44888862581
SID122942,1983.202997216515
SID123052,2459.2294018590906
SID123056,3193.5184133420075
SID123092,4610.5322717150075
SID123126,2406.4082160647317
SID123164,2858.0486068185305
SID123311,3385.996685277717
SID123414,2238.535487832523
SID12355,2988.46386561296
SID123656,3421.3891317547273
SID123859,3286.5402820732506
SID123886,2549.12696767532
SID123896,1855.4330889543696
SID123959,3917.148801909463
SID124108,2412.373112299044
SID124126,2976.0430814725355
SID124176,4535.6133079636575
SID124217,2327.2953569068295
SID124313,2354.0912498082075
SID124353,3131.279498763715
SID124361,2743.041866484886
SID124366,2983.691566521378
SID124406,2332.8811586251136
SID124445,2781.6874834435207
SID124464,2297.273298509102
SID124479,2172.56449286205
SID124525,2372.924529270712
SID124586,6307.002655953706
SID124640,1919.7471889950612
SID124642,3694.895490463743
SID124715,3627.1056553568746
SID124767,1791.4320215218688
SID124851,2840.574930690398
SID124855,4286.864856394698
SID12489,3216.3859962023507
SID124939,1975.3194704640227
SID124949,2520.6210708891554
SID124995,3417.637543950465
SID125153,2400.2843511416836
SID125184,2176.8033210461595
SID125258,2265.14523210998
SID125296,2504.7859395350906
SID125366,3424.9058660769097
SID125404,2177.6882229621147
SID125434,2356.8548650040925
SID125437,2363.0946737273075
SID125502,5491.127343757206
SID125611,3132.0616562956025
SID125689,3078.5430415586366
SID125733,3320.795171144688
SID125835,2473.6124276632304
SID125862,2004.4662229068263
SID125915,2909.501127060075
SID12600,1886.256587376017
SID126082,2946.5020823382947
SID126101,3152.256213059534
SID126174,2990.374642853221
SID126186,1719.8310966191889
SID126352,2641.0449182257507
SID126499,3118.3316327512134
SID126529,2279.782173095249
SID126540,6237.882633602008
SID126565,3228.3041745224286
SID126587,2373.123517372115
SID126651,4293.298582092087
SID126666,2254.811511205738
SID126761,2097.885334736882
SID126878,1984.963998696445
SID126943,1767.787493772365
SID127107,2482.5571457287338
SID12712,2746.6076441278956
SID127126,2362.427803438413
SID127266,2938.55229870825
SID127281,2552.6225762813747
SID127305,3116.5241074216656
SID127347,5036.219447754828
SID127355,2765.5392790016567
SID127366,1924.46883058935
SID127436,2352.7565275808147
SID127483,2090.6943754696886
SID127534,2010.196189642485
SID127597,3803.6531654713926
SID127677,2608.5334859763866
SID127706,1770.3401820469055
SID127739,2857.860795105061
SID127747,2133.571124801604
SID127762,2260.2103230823973
SID12792,2524.6048118892727
SID127938,3046.941359368169
SID127939,4136.693793460589
SID127941,2308.6881123450516
SID128014,2367.154369665774
SID128026,2379.5449400140633
SID128046,2446.5291111579177
SID128281,2823.019269986443
SID128305,1959.6481613260075
SID128317,2360.3396400922225
SID128347,2659.957459251778
SID128414,1770.3401820469055
SID128430,2281.3136980963905
SID12857,2740.4009468563863
SID128626,2982.1861272682136
SID128872,3946.0509635621293
SID128876,1942.9763915173328
SID129056,2302.793964115404
SID129065,1892.4683585187754
SID129073,2077.2968711296708
SID129082,2430.872487764447
SID129094,2490.249096800345
SID129176,2080.7408001557774
SID129181,2427.4583249039006
SID129202,4784.601382838028
SID129354,2388.818451742895
SID129355,2086.597044890503
SID129417,2309.6654163820367
SID129455,2060.904482878037
SID12946,2309.2587677990077
SID129487,2657.704305680179
SID129506,1736.95534550556
SID129531,2299.834650955156
SID129533,5671.24275834279
SID129540,5233.776398085361
SID129604,3706.9360193576886
SID129625,2655.1336274685905
SID129626,2022.5916166914203
SID12964,2309.2587677990077
SID12970,2405.798191274037
SID129744,2506.4629724113056
SID129753,2654.8106346429636
SID129768,2939.2392995921186
SID129809,1863.2768533862659
SID129815,2807.8645490867884
SID129848,2449.034652224409
SID130141,4204.0515230897345
SID130186,2575.2350357720275
SID130217,1690.141002705484
SID130257,3235.3433403512963
SID130299,3114.102307296143
SID130460,2359.033909853078
SID130633,2613.1990439517785
SID13069,2765.2456713037004
SID130709,2161.7528434485857
SID130819,2188.8070020003884
SID130859,2740.5109683155556
SID130918,2059.701589495969
SID131003,2174.7639152548986
SID131104,4546.048155477311
SID131125,2440.9961429427917
SID131155,2702.8885818591257
SID131218,1835.4577497451169
SID131219,2323.5007858728127
SID131246,2213.3686496462906
SID131330,2023.3584759291039
SID131534,2394.0673936942358
SID131686,2598.6303994517175
SID131706,2536.9533623220123
SID131758,2382.241401790745
SID131823,2287.806759117156
SID131845,2576.5057036604676
SID131984,2075.1506514588596
SID132006,2459.0747100144595
SID132045,2130.0926645609275
SID132068,2105.2992723880316
SID132084,3723.547794496873
SID132286,2205.030146749315
SID132320,3843.0086809732234
SID132362,2463.34648504071
SID132440,3117.5808777744487
SID132535,2006.4039597914525
SID132544,2294.215081476495
SID132592,2380.937454883503
SID132744,3029.626093929278
SID132765,3025.195572479342
SID13277,2647.742340573566
SID132779,4308.05257186991
