ID,Salary
SID10000,2459.658647613889
SID100030,3400.9158286554753
SID100204,5291.50336087786
SID100220,2138.6737681111963
SID100230,2200.014732818931
SID100289,2743.728842914856
SID100340,1998.4223322841945
SID100393,2106.7367915373097
SID100395,4868.067163713087
SID100441,2800.4222452073823
SID100477,3695.736211256137
SID100546,1923.177924046658
SID10058,4517.642107963138
SID100610,4527.890303700372
SID10063,1973.403799618995
SID100822,2371.0438315329875
SID100831,1874.6872667968153
SID100966,2535.181799822998
SID101017,3237.4166749354226
SID101252,4644.8213061492
SID101283,2025.5938892604172
SID10136,2683.2788953598897
SID101371,2855.5306766863832
SID101455,2200.3222687565312
SID10150,3105.3558266107902
SID10155,2210.6903086331913
SID101851,4239.779692793714
SID101934,1953.6103451667145
SID102009,2039.20242531245
SID102163,2283.2868860642984
SID102172,2181.1230452232353
SID102376,2937.1452997017363
SID10238,3823.0060429954883
SID102594,3215.249198774767
SID102783,2354.6366673846264
SID102858,2759.5558890032667
SID103277,2614.120523941267
SID103302,2768.7928671387062
SID103306,2242.1492238417054
SID103346,4428.965328180381
SID103419,2744.0509603342666
SID103606,2350.302184602634
SID103666,1914.1696301649051
SID103689,1869.9106373854215
SID103796,1801.6645736900698
SID103858,2462.218120194021
SID103891,1842.5428050529565
SID10404,3631.475936747806
SID104048,2075.892020831052
SID10406,5762.158310534737
SID104206,3276.596645842741
SID10423,2379.4981720902424
SID104579,2691.348533209537
SID104645,3050.865895408886
SID104714,2225.287438714058
SID104874,3362.9968710137346
SID104928,2289.36679096009
SID104934,2340.272881386005
SID104969,1970.0945576224449
SID104986,1924.8005821636966
SID105104,1963.692379050529
SID105162,2276.283448663151
SID105400,2064.1242642881202
SID10551,2350.5355287410557
SID105678,3178.4105528989767
SID105705,2679.7003708384127
SID106087,2192.0659483476966
SID106101,2531.6056652471443
SID106182,1789.8066319590587
SID106198,2385.2136576894086
SID106319,2799.853465392297
SID106381,1688.2386595505848
SID106413,1796.5706519308212
SID106746,2726.360220486405
SID106899,2355.8862069290894
SID106948,2101.199591182557
SID107113,2578.648975070314
SID107158,2314.9787671807007
SID10716,2641.0038473636987
SID107167,2952.4331393877414
SID107186,2116.656919151374
SID107435,3139.5073953132246
SID10752,2843.2612341377276
SID107764,2463.413394348455
SID107805,2360.5257350840084
SID108078,2128.1293299962917
SID108110,2711.7268898501707
SID108370,2929.1258206004118
SID108437,2452.6634118187267
SID108442,2409.80212015126
SID108535,1817.4526168642478
SID10854,1948.1851605290449
SID108576,3180.1722853143624
SID1086,3691.446873950923
SID108777,3861.5807398251754
SID108786,3038.020163771246
SID108800,1590.4181924114127
SID108855,2562.575103569505
SID108874,2777.4854162645906
SID108922,2338.680968414652
SID108969,1645.6774060391115
SID109084,2349.3487827398403
SID109281,2396.797273135977
SID10931,2347.15280630305
SID109386,2451.5295910574055
SID109762,2076.7613425576615
SID10985,4879.9143546095975
SID109899,2016.4087663620644
SID109961,2822.0025539479047
SID110104,3692.926282084357
SID110128,2799.3189247469622
SID110208,2525.4150014226498
SID110272,2586.338383479302
SID110279,1679.3008778297399
SID110463,2431.6140457864053
SID110512,2640.7180470635135
SID110565,2375.124308348407
SID110587,2363.3993349880834
SID11084,2984.884590143437
SID110876,2955.2404513157844
SID1109,2055.206364090859
SID110901,2504.7431241036325
SID110915,3783.8939904684275
SID1110,2378.6372227076326
SID111029,2303.3517918550647
SID111274,2290.8116223126144
SID111277,2702.901837761826
SID111550,2347.2427019219344
SID11156,3960.14426816272
SID111741,4503.811632718648
SID111822,2025.908632451822
SID111972,3061.956079118445
SID112059,3031.403539505199
SID11235,2367.7473077362715
SID112360,1718.3227105743467
SID112483,2368.4747411314497
SID112620,2353.0317712884307
SID112643,3216.3327612885105
SID112783,1630.8672505850886
SID11303,2873.1131693101415
SID113233,4026.962067411826
SID113382,2211.082150814392
SID113486,2607.724651149346
SID113654,2478.9343830531107
SID113762,2006.8757309949551
SID113910,3758.8435749800356
SID114059,1996.533900488281
SID114080,4295.824519871656
SID11411,2669.7546454956364
SID114238,2721.634825807351
SID114519,3337.0252818482904
SID114531,2098.7652138120675
SID114559,2921.971922840019
SID114580,1838.325439384877
SID114635,4771.24357752927
SID11464,3487.201599807706
SID114752,2288.966210009518
SID114925,2506.115407658383
SID114966,2127.722653715092
SID115004,1899.3619189273572
SID115045,2598.438589786211
SID115088,2221.129760604912
SID115178,1982.6785404449479
SID115190,5212.917174909401
SID115196,2484.840008077407
SID115215,2152.5318640120013
SID115226,1704.215806869613
SID115325,3775.6866181547493
SID115525,5229.706393074952
SID115546,2178.472529891723
SID115581,2985.299773735598
SID115597,2555.0257344001866
SID115644,2331.722908066449
SID115678,3891.110938263995
SID115745,2366.0367817382844
SID11576,2569.3041539611704
SID115837,3318.0735903961236
SID115842,4542.3917860136135
SID115996,2204.479435212316
SID116065,2903.4441094863405
SID116069,2276.4077700984994
SID116128,2729.0080084297188
SID116203,2580.061731916843
SID116226,2363.587544057888
SID11623,2566.7745813957717
SID116334,3271.3451698298995
SID11634,2274.3173486826195
SID116352,2393.8688937202232
SID116403,2490.829759878811
SID116483,2411.210315026491
SID116655,2473.0127638002605
SID116668,2526.892200342701
SID116763,2524.9409398477055
SID11681,2071.669507293959
SID116920,2429.784696128007
SID116957,2136.2173192500777
SID116958,2356.3085683820836
SID116970,2455.931443494288
SID117067,2143.0592919663513
SID117121,2486.094170082346
SID117260,2418.8452263333543
SID117388,6012.403825124731
SID117408,2321.276488847964
SID117432,3641.6804531468733
SID117442,4566.2367821124435
SID117462,3560.6655723691138
SID117755,2136.457238132618
SID117800,2400.39869441939
SID117822,2530.9634568253064
SID11784,2098.5137064856117
SID117889,3204.0548619425836
SID117915,2260.4155528510037
SID118018,2340.4473439002745
SID118128,3583.584207772123
SID118218,3600.262722734099
SID118343,2345.0470335035457
SID118405,2953.945076825312
SID118463,2890.5810409179603
SID118471,4024.5112243048807
SID118506,1666.4320181972541
SID118525,2442.865655783979
SID118554,2200.5948322452987
SID118586,3339.1022000635517
SID118594,2191.8423494745825
SID118622,2189.6211083060825
SID118679,3301.3900966180286
SID118688,3896.6227576490564
SID118718,2814.591834455607
SID118732,2214.242621267238
SID118791,1414.2192461042373
SID118869,3563.0308831198467
SID118890,3164.6401355379912
SID119001,1919.7170368319908
SID119028,2811.4689566782563
SID119118,3008.195530310313
SID119152,1973.0007555788143
SID119223,2498.568287308092
SID119229,2092.7795375027817
SID119298,2476.115770050189
SID119414,5987.0351393474175
SID119469,2550.574655331821
SID11960,2186.429266344624
SID119621,2177.297458599539
SID119624,1586.3966970282759
SID119731,2438.3821621929756
SID119795,3659.9271520404127
SID119831,2584.463559900585
SID119839,2540.737456512507
SID119909,2403.7712259678774
SID119930,2720.3627806454374
SID119936,4489.896679508159
SID12011,2287.2510159400645
SID120116,1905.0316474926267
SID120215,3140.6421896124716
SID120303,6547.121807158882
SID120369,2688.4285415784134
SID120377,2959.2787311322463
SID120403,2213.1214827431977
SID120442,2165.2185545793727
SID120494,2682.1496436317575
SID120523,2152.539400039632
SID120525,1869.0693525935453
SID120530,2262.13299297612
SID12056,2792.61877881851
SID120580,2663.106296607312
SID120611,2305.7358271096255
SID12063,2076.4856313375703
SID120699,3110.1880785332532
SID12078,3758.9590516514118
SID120988,2470.3873967612803
SID120997,2754.8969776627823
SID121067,2462.0903183685205
SID121093,3317.2423363028815
SID121201,2887.6167447814423
SID121278,2301.669478216201
SID121394,2993.0766399077525
SID121395,2516.213940042963
SID12141,3016.7429304380485
SID121440,1829.652018949896
SID121457,2094.4972385380447
SID121463,2099.769998748135
SID121489,3699.124424746569
SID121525,2103.475136161138
SID121657,2212.8130783340316
SID121686,2229.4851350740664
SID121719,1986.4547389529719
SID121881,2182.3476346948505
SID121907,2160.526579361441
SID121920,2286.5500145900505
SID122339,2063.8603868268315
SID122432,2826.8605930212934
SID122436,2281.238328733116
SID122617,2114.8046315483816
SID122650,2486.7251109830754
SID122673,2712.895689556846
SID122712,2036.3617149260144
SID122748,2750.2284169176455
SID122836,2872.7315678712475
SID12286,2230.2320774809114
SID122942,2040.284623180428
SID123052,2474.12297533324
SID123056,3339.8934431184293
SID123092,4965.346100156452
SID123126,2524.1494700559797
SID123164,2952.805511444122
SID123311,3129.67710799015
SID123414,2131.3050466568056
SID12355,2795.5957179381403
SID123656,3602.3036973295198
SID123859,3149.0271736303525
SID123886,2970.9082558231707
SID123896,1923.9228921145566
SID123959,3566.965769288953
SID124108,2364.1582438556807
SID124126,3021.1510321374913
SID124176,4544.438829880481
SID124217,2182.7219497453048
SID124313,2151.195178234381
SID124353,2978.8072683106698
SID124361,2859.08203148776
SID124366,2847.7140620823366
SID124406,2386.086829846115
SID124445,2639.4433339566554
SID124464,2226.538132989875
SID124479,2188.1268488110077
SID124525,2503.9842713815124
SID124586,6147.756941206126
SID124640,1880.6666435727939
SID124642,3917.97796351326
SID124715,3402.6191948639876
SID124767,1818.6947579513167
SID124851,2692.3824041605576
SID124855,3941.3560716011234
SID12489,3106.9150349709344
SID124939,2096.7011164789246
SID124949,2449.765922251183
SID124995,3218.6075219328654
SID125153,2452.655216717019
SID125184,2097.419660152239
SID125258,2054.3429337328625
SID125296,2474.094223355748
SID125366,3219.29464821721
SID125404,2419.7511933487563
SID125434,2347.270198351641
SID125437,2076.0902139701066
SID125502,5472.424322208107
SID125611,2867.2695151825596
SID125689,2950.2600813057315
SID125733,3671.8643428207893
SID125835,2377.167426993603
SID125862,2160.640492157868
SID125915,2832.4746333852545
SID12600,1773.852227774532
SID126082,2999.306995092209
SID126101,3156.737153337179
SID126174,2937.284533412359
SID126186,1796.676055502388
SID126352,2578.0982679024
SID126499,3266.309651530756
SID126529,2241.4364635441307
SID126540,5860.567854144895
SID126565,3210.7840876151795
SID126587,2492.9617501329835
SID126651,4198.811093849095
SID126666,2157.926018397723
SID126761,2272.0891565349775
SID126878,2105.2332144637044
SID126943,1742.8083452859555
SID127107,2300.0884168499333
SID12712,2854.2826742817224
SID127126,2435.260646547611
SID127266,2815.6364503871473
SID127281,2391.3088548412334
SID127305,3147.300100250857
SID127347,5064.593230204285
SID127355,2916.8569982039508
SID127366,1941.6871521548028
SID127436,2569.0038724446626
SID127483,2064.702618422571
SID127534,1901.5690110257501
SID127597,3741.686982869157
SID127677,2562.1399888117503
SID127706,1752.34601648519
SID127739,2752.675061407437
SID127747,1937.9900162570602
SID127762,2356.207523561964
SID12792,2352.4564436027417
SID127938,3092.4465628335447
SID127939,3664.323385234139
SID127941,2314.2234946464705
SID128014,2162.180106607038
SID128026,2418.5091450156133
SID128046,2630.55564549245
SID128281,2768.051731951601
SID128305,1944.4377874727224
SID128317,2141.7179754674303
SID128347,2742.648176105884
SID128414,1752.34601648519
SID128430,2248.0604447065766
SID12857,2819.929361274709
SID128626,3085.066636068461
SID128872,3563.433755735925
SID128876,2022.881116741975
SID129056,2556.6337069987767
SID129065,1865.8907300438811
SID129073,2154.8573921901984
SID129082,2507.518621043969
SID129094,2572.4300857842572
SID129176,2119.7549064793457
SID129181,2372.0381970950502
SID129202,4913.505556934193
SID129354,2425.8906932160185
SID129355,2081.74115129174
SID129417,2457.7034707794796
SID129455,2180.426668084266
SID12946,2302.877984554379
SID129487,2618.8272869950943
SID129506,1690.6971067970678
SID129531,2059.0475084723503
SID129533,5533.958579318419
SID129540,5074.2782581623105
SID129604,3742.929170886927
SID129625,2851.6508280105577
SID129626,1982.2094334054784
SID12964,2302.877984554379
SID12970,2301.8629194351406
SID129744,2644.9828016293523
SID129753,2762.2089805807054
SID129768,2937.9472721126663
SID129809,1868.5836768406425
SID129815,2865.9395978793304
SID129848,2421.874617867018
SID130141,4345.9058105007225
SID130186,2653.1068150861547
SID130217,1761.2939385540403
SID130257,3063.5881270253503
SID130299,2957.839542812971
SID130460,2220.198370434077
SID130633,2516.797259730148
SID13069,2454.9264329033545
SID130709,2159.546279677024
SID130819,2154.421522130531
SID130859,2572.1224639370917
SID130918,2101.1121581035572
SID131003,2024.5089767669535
SID131104,4066.66522797216
SID131125,2325.137890212638
SID131155,2642.0855630139445
