ID,Salary
SID10000,2431.0055480261476
SID100030,3399.728981203967
SID100204,5315.006312742631
SID100220,2138.699521141343
SID100230,2218.0586181230865
SID100289,2749.7833018509045
SID100340,2013.5384426731935
SID100393,2102.2231096315327
SID100395,4914.7839336025645
SID100441,2881.828029741212
SID100477,3662.074037580688
SID100546,1895.6089171072892
SID10058,4561.546550237646
SID100610,4532.40073376974
SID10063,1951.6592122902966
SID100822,2435.145916268515
SID100831,1889.4063732556474
SID100966,2552.3049819817033
SID101017,3228.746850425357
SID101252,4766.225756995
SID101283,2052.1214626137917
SID10136,2666.508628920101
SID101371,2844.4129035698734
SID101455,2191.59214593616
SID10150,3092.1178226591987
SID10155,2197.744216854421
SID101851,4197.930628988331
SID101934,1921.8603938961662
SID102009,2001.0310891731447
SID102163,2271.009085613011
SID102172,2166.3095667886514
SID102376,2962.737846355004
SID10238,3741.8069270147826
SID102594,3244.3215105143654
SID102783,2303.5540958264087
SID102858,2769.7083201376186
SID103277,2667.2256174674685
SID103302,2779.8616264422644
SID103306,2233.4906734035194
SID103346,4495.252401529369
SID103419,2749.607122860604
SID103606,2350.873628407803
SID103666,1835.7694851254741
SID103689,1869.5538719253245
SID103796,1791.0231232013348
SID103858,2445.844985230613
SID103891,1828.4863645381188
SID10404,3630.287334549551
SID104048,2113.8552176700578
SID10406,5729.84237263592
SID104206,3288.9599385124384
SID10423,2421.1812825552606
SID104579,2695.8764935312056
SID104645,2965.4633220220344
SID104714,2176.272171610687
SID104874,3333.183946812497
SID104928,2289.2010315796006
SID104934,2304.8852000792817
SID104969,1951.3922989744124
SID104986,1927.436896255313
SID105104,1923.8423783481476
SID105162,2199.758756930276
SID105400,2073.368668389401
SID10551,2353.982640977847
SID105678,3189.6145023676927
SID105705,2677.9729425782907
SID106087,2167.3854829391717
SID106101,2545.0844204070722
SID106182,1760.321958705244
SID106198,2435.4712126452273
SID106319,2797.8894233973006
SID106381,1684.4447036655856
SID106413,1777.2305833105424
SID106746,2802.9694052302593
SID106899,2394.5259347721158
SID106948,2087.639806354042
SID107113,2601.89392881422
SID107158,2309.2005785617976
SID10716,2677.5554803879986
SID107167,2943.2161103167145
SID107186,2109.631893809119
SID107435,3140.515808629048
